transaction_id,user_id,amount,currency,transaction_date,status,merchant
b976e406-f4e3-46a2-9f2e-595d97e0a5d5,7708,9064.5,RUB,2023-05-19 03:12:34.000000,completed,merchant_75
f1679970-6771-4a4b-9488-1503efb76d5c,4027,1643.2,USD,2023-05-04 19:10:24.000000,failed,merchant_23
370387ca-6ca7-4fc5-9a4c-1d73cb3d787e,3470,4757.95,EUR,2023-09-27 18:47:41.000000,failed,merchant_91
933c9827-44ce-4b73-8961-1270786cbb8a,6441,6317.86,RUB,2023-12-30 17:08:25.000000,pending,merchant_92
05a5f18a-5388-4621-b0c5-06a965ffcbf3,9267,5748.87,EUR,2023-09-21 00:24:59.000000,completed,merchant_9
5d0f0c5a-7408-4b6a-848d-b7489718b30d,2063,1139.49,EUR,2023-05-03 13:42:28.000000,failed,merchant_74
a40d3ffb-81f2-4214-8bc7-4df625a233de,8851,4448.32,USD,2023-09-25 01:27:33.000000,completed,merchant_13
d157434f-b32d-4052-b02e-883189c52f7f,5407,4598.5,RUB,2023-03-18 07:36:50.000000,pending,merchant_66
c67baf43-594a-4716-a70a-79a4a99c1403,6157,5101.96,USD,2023-11-18 19:47:51.000000,completed,merchant_59
c0f85019-23af-4b18-906d-3cc63c1f3ca3,9202,6968.17,USD,2023-02-14 23:32:32.000000,pending,merchant_82
8b3db851-a6ec-4d63-80bf-c8a6b8834eda,6680,2773.34,EUR,2023-05-27 15:09:20.000000,pending,merchant_6
b69fd837-22e3-4a9c-a9e3-5bdc6201c556,1588,4035.9,EUR,2023-10-13 05:35:46.000000,pending,merchant_37
dce66615-2163-43c7-87db-db34a07cda5d,9227,4101.49,RUB,2023-03-10 05:26:59.000000,pending,merchant_82
52c84d89-4066-4417-92cc-29a28ab8295f,3080,5517.7,EUR,2023-08-19 13:15:01.000000,completed,merchant_43
41959656-cf5f-4e2a-8111-82e7390fc8bf,9386,9917.12,EUR,2023-05-28 18:45:11.000000,pending,merchant_42
3068db88-30d5-47ab-b2c4-0a6d0375d1d1,3126,3477.27,RUB,2023-01-13 20:49:05.000000,pending,merchant_60
1cec30cc-3fe5-4508-917f-86412570abde,2211,1071.38,EUR,2023-12-23 15:53:15.000000,pending,merchant_69
f5935763-31c8-4955-8748-932b34fe1c6a,9019,225.07,USD,2023-08-07 12:13:58.000000,failed,merchant_9
7cfbf518-a5d8-4225-912a-28262121193f,8532,3000.32,RUB,2023-01-20 21:35:30.000000,completed,merchant_50
76afcd4c-67dc-4718-8fca-24edb35aa13d,2181,6434.37,RUB,2023-04-01 07:06:58.000000,failed,merchant_84
bcd4d6a1-e2f1-4185-9516-aa21d6f3ed05,1687,3534.66,EUR,2023-10-22 21:57:41.000000,pending,merchant_58
4c608c50-5ea9-4336-be3a-cac3551477e9,9305,8632.46,RUB,2023-11-30 18:56:00.000000,pending,merchant_1
9c9885c7-1536-4cca-9258-6681955f26ca,3207,1995.99,USD,2023-09-25 18:03:29.000000,pending,merchant_46
cc401972-6a0b-4d3a-9cc2-26ebf1185e5c,4147,6084.84,EUR,2023-04-02 20:03:01.000000,pending,merchant_3
a8785dd5-548e-497b-8d4f-40f98cc18748,7539,7858.38,RUB,2023-02-24 20:58:56.000000,failed,merchant_93
47984c42-ac2c-49f5-b392-563f571652a2,5103,8812.49,RUB,2023-04-20 00:43:42.000000,failed,merchant_52
66d79d4d-55c9-4dc7-a440-7becdbb6b9f0,6777,4851.03,USD,2023-04-15 04:49:10.000000,failed,merchant_97
a81523b9-9315-411e-9573-6629a4199d33,4401,5434.59,RUB,2023-10-12 07:19:10.000000,failed,merchant_65
d36e1f55-1b03-4e7d-9c20-dd27b51b25c3,6707,6292.71,USD,2023-09-09 06:50:50.000000,completed,merchant_72
9ca547d8-574d-41df-bc0d-47677662d08e,9901,2601.66,EUR,2023-10-10 02:58:11.000000,failed,merchant_100
ea8f6ce2-b74c-40a5-8113-505f1d77f08a,6107,7671.78,EUR,2023-04-29 00:27:14.000000,failed,merchant_23
e4ecfed2-d5c0-4bf7-bb81-00325e787423,3702,2319.96,RUB,2023-09-04 04:06:34.000000,pending,merchant_68
7c790b6d-2a23-4d0f-aa86-a7d327a737cd,3028,3723.16,RUB,2023-11-02 07:27:12.000000,completed,merchant_76
4067ba1b-ca84-490c-b223-23d7b94694e9,9898,723.56,EUR,2023-09-27 03:25:22.000000,pending,merchant_90
f7cc7fa7-9d1d-4e36-b953-ee4d5d28e7a8,5712,9489.31,EUR,2023-08-07 03:12:57.000000,failed,merchant_29
068e46af-7270-431b-b47d-eab6cf948a40,4031,1539.33,RUB,2023-03-29 06:01:18.000000,completed,merchant_1
c060761a-a693-46a8-843d-7bfc6cba706b,5402,4298.05,EUR,2023-08-05 10:53:04.000000,pending,merchant_37
1979f4a7-3aeb-41f3-997a-e80b2041149e,8244,1911.71,USD,2023-07-18 16:50:20.000000,failed,merchant_5
b042a1f5-73bc-4850-8574-63a488c9b9d5,6627,3530.25,RUB,2023-12-06 14:41:15.000000,failed,merchant_17
5a601eee-31b7-4531-b6ce-484af0e411dc,2570,9752.78,USD,2023-09-07 06:27:06.000000,completed,merchant_60
011fcc90-c468-4ec9-a9c5-bccd8ec1036b,8029,4719.57,USD,2023-06-18 20:35:06.000000,failed,merchant_88
b6f89943-c675-4820-af10-29da91e0148c,4943,194.67,EUR,2023-04-08 10:02:27.000000,completed,merchant_7
3514a389-bc92-48ad-8bae-80b84422d89b,8869,9544.24,USD,2023-05-26 15:01:35.000000,pending,merchant_39
3dafecfe-58db-42d4-bbe6-012a06adfe7d,4806,2521.1,USD,2023-05-18 03:13:57.000000,pending,merchant_91
a6864d78-e829-4a9d-b895-1ad96442e856,5795,4335.11,RUB,2023-05-25 09:35:00.000000,failed,merchant_6
5d4450d0-6b9b-4cc1-9b58-a56633532e55,2644,6803.52,RUB,2023-03-16 06:38:12.000000,pending,merchant_48
f57ddc6a-7d23-4eed-ad67-688e1082eb83,1891,4510.44,EUR,2023-10-06 12:31:12.000000,pending,merchant_74
a7ee8e8e-e614-4793-bd10-29b3561ab494,8663,3250.96,RUB,2023-02-20 09:47:26.000000,completed,merchant_53
2dd77d4a-dbcf-418a-b75f-cde7839600f8,3597,16.73,USD,2023-04-09 15:22:38.000000,completed,merchant_76
78c25011-a04d-46f8-bdbe-4594d4860836,5458,7320.61,EUR,2023-06-29 21:02:54.000000,completed,merchant_48
1d0c3450-b8a6-4846-8e56-274a752fa879,4455,3629.93,USD,2023-08-30 04:15:04.000000,pending,merchant_3
f251eeac-3a02-422f-a095-dd2afbac684b,4036,6603.02,RUB,2023-03-23 07:48:47.000000,completed,merchant_89
632c7a8c-83ac-4e98-8760-a480d94c849b,3982,1496.01,EUR,2023-07-04 14:40:59.000000,failed,merchant_52
7766a461-6b56-4ed9-815e-f42a012272c0,3952,4501.92,USD,2023-12-06 11:02:41.000000,completed,merchant_13
2bee0788-bf4d-4b77-9f55-9b609ee2718c,3530,3076.53,EUR,2023-11-13 07:43:06.000000,pending,merchant_39
5200b318-1fb6-4d0b-9f4e-a665d65db3c6,3030,4373.15,EUR,2023-02-19 06:42:44.000000,pending,merchant_74
f894ff71-d31b-4272-af55-ff79277cdc19,9224,5069.5,RUB,2023-03-27 04:05:39.000000,completed,merchant_81
ec22cf2f-90aa-4cdd-8916-3d43f286a95b,3342,4726.82,RUB,2023-07-20 21:37:06.000000,failed,merchant_38
1321d484-c71d-4cbe-968e-408707b0a885,9359,3666.88,USD,2023-03-23 17:01:57.000000,failed,merchant_66
4b60977e-0104-49ab-ab44-6fec025368e7,2669,1243.3,USD,2023-09-25 18:44:14.000000,pending,merchant_20
9c14179a-5ebf-42b1-bddf-dea6f362af38,8542,7257.32,USD,2023-07-11 19:22:48.000000,completed,merchant_44
c83ac541-10cc-49a2-bca7-0871a5d7150f,4101,1540.95,RUB,2023-07-12 19:39:14.000000,completed,merchant_22
ca42714a-eef4-4658-a75b-0cad40d0d96f,5651,2131.57,EUR,2023-02-18 18:42:25.000000,completed,merchant_77
423c2fec-03c5-4b82-88f7-71741a3895ed,6336,1914.89,EUR,2023-07-26 17:43:51.000000,failed,merchant_95
6c2c1943-f32a-46db-b2c0-fbe844faed3b,6827,2253.65,USD,2023-02-10 03:41:33.000000,pending,merchant_77
2a75b13a-b03b-408c-bf84-3edea0832a6d,4188,3470.27,EUR,2023-07-22 08:03:27.000000,pending,merchant_75
48a85f7b-12c1-4027-9b26-42c9f3b5ed21,7984,4053.04,USD,2023-05-22 04:05:27.000000,pending,merchant_75
1997423a-59e7-4a4c-a766-17dd3b1191ec,5694,5660.3,RUB,2023-08-13 11:10:21.000000,pending,merchant_62
35bc8f44-9133-4138-b4aa-44e7e0790c0f,5250,8440.17,USD,2023-08-08 11:00:37.000000,pending,merchant_97
f25151a2-76a8-4a34-8d1b-b2d7f2fcb41c,9459,3587.33,RUB,2023-06-10 09:05:00.000000,completed,merchant_79
e1cad8a2-37e8-427e-ab57-8a04b3eacf1e,4184,7783.2,USD,2023-08-31 12:07:38.000000,completed,merchant_62
bba951e1-cf41-4ead-be50-f1dbff5404f3,3005,7202.6,USD,2023-11-08 22:58:52.000000,completed,merchant_87
b16aedbf-523b-4559-9af7-b110e067dc79,5149,7387.67,EUR,2023-08-06 22:23:13.000000,failed,merchant_79
81f52ab0-d2d7-475c-864f-07d0c97127c8,4926,5175.95,RUB,2023-10-18 23:46:15.000000,failed,merchant_36
24977bc4-203f-4f14-9394-8ddd693b055b,5094,232.87,EUR,2023-07-13 23:00:02.000000,pending,merchant_82
6a533717-855d-45cf-b0e3-d2b24918979b,9902,730.65,EUR,2023-01-14 02:34:16.000000,completed,merchant_90
c1ddd86f-f708-46d4-a26e-df578b5f547f,9588,2838.1,USD,2023-07-11 21:25:30.000000,failed,merchant_23
bf5bb1d9-1eca-4c2f-8de3-384a683c45e5,3125,3588.17,RUB,2023-09-11 11:27:01.000000,completed,merchant_73
9722cad7-1ac5-4cfb-a5f2-017347b4650e,9546,3530.02,EUR,2023-05-19 16:16:50.000000,failed,merchant_24
14be5fb1-fe1e-410d-960a-fe4b66eb2379,1717,6384.72,RUB,2023-10-28 02:40:51.000000,completed,merchant_55
25604981-f144-451a-9eda-fa22fada5dab,2399,626.22,EUR,2023-06-11 07:18:00.000000,completed,merchant_79
68064f44-28ad-4800-afc1-0f9917db6a68,2998,1642.87,EUR,2023-07-12 13:12:23.000000,pending,merchant_1
b50896bc-f5f0-4e6b-85ad-a11068ee8821,4699,5458.54,USD,2023-08-23 08:53:34.000000,completed,merchant_91
0f973218-b9f5-4bf9-8324-3ef8df1650f7,4248,5644.68,EUR,2023-06-08 20:52:11.000000,completed,merchant_25
b650c1ec-6e7b-4154-93aa-561b63b00571,9923,4918.86,RUB,2023-08-15 10:39:03.000000,completed,merchant_33
1b9b675c-6e0d-4c33-923a-e554d4efc67b,7203,249.38,EUR,2023-01-29 04:58:07.000000,failed,merchant_40
cbf2bbf7-1398-4758-acaa-17d1b2604bb6,8816,4962.2,EUR,2023-09-20 16:02:46.000000,pending,merchant_70
592df70c-1a3e-419b-91d5-11a3f5125662,1228,4932.39,USD,2023-05-09 18:26:44.000000,completed,merchant_73
4066595d-a9f2-45b5-bfa3-9f62edaa4475,4669,2146.58,RUB,2023-09-10 05:03:48.000000,pending,merchant_63
4ca089c9-1534-4fa5-b1b7-89191982b4ec,1422,4690.33,EUR,2023-07-23 22:56:01.000000,completed,merchant_90
cba316df-cbe8-4ab3-98e2-b72ea7d91866,5504,6627.13,EUR,2023-04-21 06:10:00.000000,failed,merchant_54
c3cc1aeb-889c-4f17-bb93-378c99a2170c,9455,4749.43,EUR,2023-03-17 19:59:33.000000,completed,merchant_83
be408630-bdc5-4440-ae1f-7499994cf39e,5504,7561.15,EUR,2023-10-21 02:50:33.000000,failed,merchant_89
8a4d7aac-2e59-4061-9c9f-bcfb5439ffb3,1128,9469.99,USD,2023-07-27 01:23:51.000000,pending,merchant_65
67e65b2b-8037-49ad-af2f-2daf0270bfa0,3469,4665.79,EUR,2023-05-18 23:20:53.000000,completed,merchant_91
cba712ca-1402-452f-b08b-364b372b0e2e,9517,2450.17,EUR,2023-01-04 11:03:14.000000,failed,merchant_1
24f4c974-a0b1-439c-a81f-3014f88155ca,8166,7808.03,RUB,2023-03-22 22:18:47.000000,failed,merchant_24
34de3d76-9cea-4046-a354-2ad622d20267,5835,6103.57,RUB,2023-03-08 10:28:34.000000,completed,merchant_77
94d29991-53ec-4d6f-8863-585cdea808b5,7091,8749.21,EUR,2023-07-22 04:53:36.000000,completed,merchant_87
d0dc86db-b44f-4aef-8add-84e040144052,2546,7019.65,USD,2023-04-24 15:23:26.000000,failed,merchant_48
761db3b4-7402-4632-99d9-baaa92466a84,6280,4835.75,USD,2023-12-02 07:09:21.000000,failed,merchant_58
834eaf24-f90b-43ba-b6f8-f32feb626e83,4614,1942.98,RUB,2023-07-21 14:10:48.000000,failed,merchant_71
76efe0b8-bce5-4374-b349-8bd4dff5d5ec,4654,6010.61,USD,2023-07-15 07:28:49.000000,completed,merchant_27
415562f1-7d9f-4925-8588-b8ef0aa41c6f,4921,3128.65,EUR,2023-08-23 21:23:26.000000,completed,merchant_11
7a8d05d1-13d8-464f-93b2-1ac2dd6b7b40,4789,7369.91,USD,2023-11-11 21:44:38.000000,completed,merchant_53
d5d82460-25dd-4d51-8ddd-959608c46f63,2185,909.51,EUR,2023-04-13 17:05:47.000000,pending,merchant_14
d2e875fe-d337-43a3-98d7-2632dcbc419e,7483,3879.58,EUR,2023-07-14 14:06:00.000000,completed,merchant_7
c5232b50-998b-4509-a479-163764298d57,3151,5850.3,USD,2023-06-20 12:58:42.000000,failed,merchant_10
b4cd82a0-6286-430c-90cd-f8540adf7481,3127,6184.87,EUR,2023-07-21 13:28:21.000000,failed,merchant_22
49ee5cd4-4eb2-485f-a2ed-201bc24f4d34,5473,9089.11,EUR,2023-12-14 14:27:12.000000,completed,merchant_98
1cd610dc-cfe6-45d7-83f6-7a8107affbc1,2143,9579.82,USD,2023-12-25 02:38:24.000000,completed,merchant_89
f4b8d3c1-9441-4b6f-9bdb-75e33b222233,9172,2769.67,RUB,2023-06-11 03:10:28.000000,pending,merchant_58
6e6ea74d-e5f8-41b9-8615-407721adf3ed,2036,8993.94,EUR,2023-05-16 22:32:53.000000,failed,merchant_31
903fc0e9-c5d8-4d84-b1a3-8ebd3142d9b6,2582,1491.56,RUB,2023-12-25 05:50:23.000000,failed,merchant_71
b4c0c4ff-6296-4e2c-9ce1-e0c1e7ea1187,8742,3188.6,EUR,2023-06-05 11:20:28.000000,failed,merchant_41
c23197bc-220b-4ebb-b652-ae1edfd79d16,5496,749.74,RUB,2023-01-31 23:38:51.000000,failed,merchant_60
9ccb4dfe-cdb1-4933-aeb8-2138f2d18a81,3370,1058.3,RUB,2023-07-30 09:04:23.000000,failed,merchant_63
0befa2a9-d87c-49fa-a318-e79d5cc54379,2123,2632.39,RUB,2023-05-26 13:45:20.000000,pending,merchant_8
6d8b38b4-eb05-4737-afe0-dcd1db32cf8a,5578,1298.95,USD,2023-04-04 08:03:11.000000,pending,merchant_97
79a0f44c-6dd0-40f7-a5d8-c41fab2830ea,7191,8435.97,RUB,2023-01-24 09:49:39.000000,completed,merchant_44
3d978d05-3c4d-4c29-8ecb-e2857afc36b9,9488,8642.23,RUB,2023-08-03 07:55:57.000000,pending,merchant_51
e0061660-7fb1-4039-bcd4-081d53e1b66a,1801,7807.07,USD,2023-05-22 10:03:37.000000,pending,merchant_32
5a22fef2-ea84-4883-8a08-6c417738b306,9372,3244.55,USD,2023-01-19 19:37:55.000000,completed,merchant_57
8b09c314-9723-48f9-8160-2c0a7fed3fba,8898,6308.14,EUR,2023-10-05 22:30:33.000000,completed,merchant_54
dea406aa-a25c-4b92-a578-bcce461436e7,5518,8268.25,USD,2023-06-09 23:38:26.000000,completed,merchant_4
313750bb-71ab-444b-865f-e4c6d92c2113,8710,8105.87,EUR,2023-12-04 14:14:38.000000,completed,merchant_87
530f03e1-c10e-43da-82a0-06236c68cc41,5462,7208.22,USD,2023-05-02 07:57:44.000000,pending,merchant_5
a3f120a1-2860-4ef8-98d4-15c1959a8408,1095,7278.67,USD,2023-06-09 01:29:21.000000,pending,merchant_76
423f7057-9819-4a1b-ab39-e135f1fad0f0,5705,8729.02,EUR,2023-11-18 01:56:25.000000,completed,merchant_93
6edb3d5c-7cc1-4874-90c2-2d803fc3c060,6214,9935.49,RUB,2023-03-09 07:22:44.000000,pending,merchant_75
13c961f7-e8de-46fa-8a89-553dc2efd56b,5699,8985.92,EUR,2023-12-07 09:41:46.000000,failed,merchant_23
3554a56f-c943-4542-8094-759245592261,6403,2694.65,RUB,2023-04-13 09:49:37.000000,failed,merchant_91
032fae46-2cd1-4006-a863-1d16db544ced,5527,9174.71,RUB,2023-12-16 08:12:39.000000,completed,merchant_22
91e03aa5-36e4-4065-9842-6c4b6d419024,9504,6249.91,USD,2023-03-22 17:03:23.000000,failed,merchant_39
c0ce1592-9f48-45e4-bd16-2b42b636a4ab,6761,1392.6,USD,2023-02-18 21:54:28.000000,completed,merchant_35
fbe6f8c1-78b9-4904-a391-ee7cc098a27e,3579,3830.27,USD,2023-09-30 22:05:44.000000,completed,merchant_24
6ff7e821-bf13-4b54-90ab-4c16291f7776,8752,8841.37,USD,2023-04-06 04:02:50.000000,pending,merchant_25
6299b19d-a149-44a6-a376-cbd3e3d366a5,1341,7866.52,USD,2023-02-15 04:57:43.000000,pending,merchant_58
ca519b04-c139-43d8-a044-41898226fb8e,7452,3645.08,USD,2023-07-20 15:13:08.000000,pending,merchant_77
ccb8e915-5115-4ef4-8b9e-75bdfd26ddb4,1226,9120.14,EUR,2023-03-16 07:51:16.000000,pending,merchant_87
d9bb859e-4108-454c-8873-4e3d4b08091a,8066,7769.79,EUR,2023-10-19 05:01:53.000000,completed,merchant_35
408f302d-2450-42eb-8741-cdb4248b34c4,9574,8105.08,EUR,2023-02-23 13:23:55.000000,completed,merchant_83
27088432-c734-4ef7-8c76-81160e5c2abb,1609,9128.88,EUR,2023-12-22 13:50:41.000000,pending,merchant_12
91a1ac93-d3d2-4380-83a3-a48e908b2d99,1138,1117.5,RUB,2023-07-23 20:47:14.000000,pending,merchant_19
f65330f1-0955-49c2-bf55-6cae806c3eb4,4857,859.68,USD,2023-02-14 14:22:06.000000,failed,merchant_41
a1097847-31c7-4b92-a795-aed040d25922,9697,9923.81,USD,2023-01-16 17:52:55.000000,failed,merchant_71
4e391859-247d-4b4a-88d5-6e90a9446b04,8812,4881.71,USD,2023-12-12 08:03:57.000000,failed,merchant_26
2a6ffc31-67e3-4dc1-811e-406515043e7e,6457,4529.02,USD,2023-07-15 12:27:07.000000,pending,merchant_43
6ffe6825-5379-4ec8-b90c-85d89381a777,8533,9999.38,USD,2023-12-17 02:49:45.000000,pending,merchant_27
4c320975-4c8f-4801-9991-42ac1b16cd81,8226,2662.85,USD,2023-03-15 20:51:29.000000,failed,merchant_59
58cfb9a5-12b6-4be9-9ae7-3182f9fa4286,9527,8579.22,USD,2023-11-24 19:13:03.000000,failed,merchant_72
ce727813-1830-4544-b5c4-b5ca9968b216,1384,5873.51,RUB,2023-09-01 10:02:27.000000,failed,merchant_81
f945fb3d-c4f1-4ddb-b8b7-59fe85c3ce98,2031,5979.96,USD,2023-06-27 21:50:54.000000,pending,merchant_50
4d240a5d-ab2f-4e3b-bf28-89a0dc5c949f,8543,9876.26,USD,2023-02-25 12:13:03.000000,completed,merchant_92
9a766431-625a-423d-8cd3-271b8b107326,2577,8146.66,RUB,2023-10-07 15:49:08.000000,pending,merchant_31
8b6f2a52-9739-4a5f-9d00-02d634dd6de1,2599,1008.5,RUB,2023-09-10 13:05:05.000000,pending,merchant_94
2539c9ab-c6ae-46b5-8f2c-3dd110f943f9,1101,8786.64,EUR,2023-05-11 03:11:34.000000,pending,merchant_100
3c6ded39-12d6-4f0f-bfba-75d217488137,5634,2929.38,USD,2023-06-27 09:48:51.000000,completed,merchant_92
376fc13d-bfea-4a5b-ba69-b03185c4965f,2172,3803.74,EUR,2023-01-02 06:57:21.000000,pending,merchant_87
caddb413-cdc6-48d6-ae57-28a8061d4149,8739,3623.83,USD,2023-02-20 14:54:21.000000,pending,merchant_99
259eb3b6-bd47-43a2-8895-3af8dde53977,2391,2619.54,RUB,2023-01-12 21:27:13.000000,failed,merchant_39
525423a8-0899-4bb4-a59c-a1e0b4522cd2,5381,7770.83,USD,2023-10-14 18:36:30.000000,pending,merchant_47
8b082fba-c5ef-4370-9960-34f763ffa1d7,7014,70.64,RUB,2023-02-23 03:03:44.000000,failed,merchant_75
7757cf2b-3e3c-426a-9fbb-a7b74eb67c4f,1014,2835.9,USD,2023-07-27 06:38:46.000000,failed,merchant_14
3260d9b0-f85a-454a-96fa-c83753ea3706,7689,522.32,EUR,2023-10-17 22:40:49.000000,failed,merchant_98
5dc3796a-e515-4aac-b1c7-c571c43c48a3,1334,2489.11,EUR,2023-09-07 02:47:34.000000,failed,merchant_57
30e6a0d0-64a9-407b-90a0-a0fd96fa48ca,8832,7743.29,RUB,2023-01-19 16:22:47.000000,failed,merchant_79
e409e1f0-5348-4bd1-990e-df2a53de6c3f,6992,4991.33,USD,2023-05-22 16:43:21.000000,pending,merchant_20
a1e79fbc-d92b-459d-a302-24ab53122a41,6119,3779.26,RUB,2023-09-22 08:19:23.000000,failed,merchant_4
02a153e3-a97f-42d5-b9a9-13e9360a0476,6909,1036.1,USD,2023-02-06 22:39:51.000000,pending,merchant_41
58c4021f-7f05-4e3b-8dce-67de485fd4fc,9596,7415.33,USD,2023-04-21 00:45:56.000000,failed,merchant_45
5b5e78cf-8f69-4c7a-87b9-17f093b9ef9a,7374,1202.18,RUB,2023-03-22 01:44:27.000000,pending,merchant_97
b82b6606-f662-472a-bf4c-664016aa8c3f,7719,1515.61,EUR,2023-12-16 07:05:18.000000,pending,merchant_41
945b64d5-c258-43c8-b49c-3ecc8bae7ef9,9059,2295.01,USD,2023-03-08 22:21:59.000000,failed,merchant_98
5ddad924-2780-4e5b-99c7-9f3d97c38ba9,4682,5943.27,RUB,2023-02-19 14:16:07.000000,completed,merchant_5
6944ca1b-9947-49c9-b52b-5853b21b8cdb,9683,5981.23,EUR,2023-03-12 20:49:46.000000,pending,merchant_64
62e55400-2c93-4249-ab9c-d738a9214a06,9552,3895.9,EUR,2023-09-21 16:22:16.000000,pending,merchant_34
5cdc11df-b992-4a42-95f1-972abf37eb4c,4589,392.14,RUB,2023-01-07 08:45:49.000000,completed,merchant_77
32397d8c-11ab-4702-b64f-1951b029a1c7,1877,7122.15,EUR,2023-05-02 16:25:32.000000,completed,merchant_7
471996ed-43e5-439c-8b2a-9a54b4c54173,6061,6411.47,EUR,2023-02-12 07:14:19.000000,completed,merchant_84
6e2ca4b1-9da1-4f26-867b-a2b1f7c69a6d,6205,1862.79,RUB,2023-06-25 06:25:10.000000,completed,merchant_3
6afe2c31-08d8-437a-b95e-ee5916c849c4,7436,8970.28,EUR,2023-06-22 10:11:18.000000,pending,merchant_48
9857d2ff-0a02-4fa1-a2c6-92e248206fb1,8590,394.72,USD,2023-03-23 01:07:56.000000,completed,merchant_50
9d176614-2922-4e59-9e0a-2928cd630e7e,2561,8551.91,RUB,2023-02-16 07:46:38.000000,failed,merchant_100
fda91226-28ae-43ed-a9b9-1beaf8cd4990,5594,261.89,RUB,2023-01-12 03:52:06.000000,completed,merchant_14
b1cb8f87-c971-4242-aefd-06e11efbfc37,6584,4080.75,USD,2023-03-22 13:25:23.000000,pending,merchant_30
f5aec945-d733-4c61-b1c1-07fbe305a708,2687,987.55,EUR,2023-03-13 03:55:28.000000,failed,merchant_89
2bd86195-0cf0-47c9-ad8f-fd17f68f648f,3277,4692.66,USD,2023-01-18 19:32:23.000000,completed,merchant_19
a5f226bd-8fcd-4c1e-be31-a697ae13656c,9911,3776.04,USD,2023-04-28 08:23:05.000000,failed,merchant_32
0908713b-e0f1-47af-86c3-0db988f477d3,5755,1248.72,RUB,2023-07-29 16:17:40.000000,failed,merchant_25
f7e94912-6d34-4860-8a8a-552b1f1303d1,8860,1348.9,USD,2023-07-05 22:03:12.000000,completed,merchant_12
456a28d5-7260-4b01-aec3-62651b062192,8749,6188.57,RUB,2023-12-28 18:34:55.000000,failed,merchant_50
a3c7e281-6fb4-4135-a8b8-b1824599acb7,4789,7942.78,USD,2023-09-19 09:29:37.000000,failed,merchant_51
c003d9b2-09cb-4a27-906b-1971dbb31600,9080,4283.34,EUR,2023-10-24 14:20:38.000000,failed,merchant_73
aae8051d-bd85-44c2-8dd6-883c6361e2a4,2724,5724.64,RUB,2023-11-03 18:53:40.000000,pending,merchant_73
f9924e49-85d7-4271-835e-30bf76759ce5,8353,7613.32,EUR,2023-02-12 21:25:18.000000,pending,merchant_13
2429aa10-1d9a-40a4-89b0-f1985f189b63,5264,1778.49,RUB,2023-01-30 03:28:13.000000,pending,merchant_81
